building_id,year,temperature,humidity,energy_consumption,occupancy,smart_devices
1102,2022,29.32762740717199,63.94350628123512,578.1474618861257,338,42
1435,2021,18.602273940330214,46.562744777617695,583.3160494025808,282,37
1860,2020,19.85286920605557,40.14787319983243,592.8344974558141,53,34
1270,2021,17.757193342227225,64.79074272055703,502.2401588039713,125,46
1106,2019,23.654041850172597,47.280991985349665,505.2343124651491,175,12
1071,2021,17.322620919711824,62.33458760707266,589.4096675953706,265,34
1700,2015,20.342909151920693,40.53614447823378,395.87052385689,265,43
1020,2015,25.455195209013944,30.157172856888714,380.5541443424806,385,13
1614,2023,23.401739745140226,49.81836771611778,453.53130774758597,199,37
1121,2019,20.79693846491903,34.00913026571537,528.8090521987325,256,47
1466,2019,21.30374402711313,60.175038220996385,692.0871149939786,172,33
1214,2017,23.431663239348442,41.04300544277642,504.79827204466125,59,35
1330,2019,15.08797091830742,47.74582586413915,700.0152512492909,440,7
1458,2017,16.17764802680415,33.48134260366217,551.5457697924836,106,42
1087,2023,28.218871016445174,41.46636993789011,454.65373496306296,435,15
1372,2023,16.168184836369363,61.25960973034288,614.7068648520922,125,9
1099,2020,25.60205394315758,36.06351647609278,475.7137175427948,16,35
1871,2015,28.800572461635788,55.8863824450783,525.1209448441894,38,24
1663,2021,19.060254064525967,66.69703411218005,366.3628696723131,395,8
1130,2021,20.557371555892715,57.19347039030881,349.133623017776,243,12
1661,2024,23.533821087670745,62.440867571689076,555.3655530807516,409,46
1308,2024,28.22563454457877,34.358865172156634,610.3728953951592,477,39
1769,2018,29.128583808906303,40.029273040082174,694.5667502553276,467,17
1343,2022,26.09344872166902,65.78155408962364,419.0627558656183,210,9
1491,2020,16.29929641282041,58.604224544723564,646.3744124990844,495,44
1413,2018,25.03731233302276,55.58215305509245,631.4446899976997,315,23
1805,2018,21.154555828089933,56.550669444868,450.88371409632464,285,22
1385,2016,22.060514992365924,46.568022172185735,638.8086889456379,464,37
1191,2016,15.737225855177655,31.78226526470613,594.4216376285198,494,8
1955,2018,17.865932090195372,61.37766168282916,614.218307853958,168,22
1276,2019,26.857704113004715,57.148529448614156,716.73603787432,264,28
1160,2022,21.809382495717898,48.91217856450899,610.0661847549999,98,47
1459,2020,19.52493362446723,65.99038461473029,286.3101870637858,134,33
1313,2018,20.76028610947437,43.44638659940395,532.2560495997553,429,35
1021,2021,27.815992699885204,41.77286976924944,343.3198498930516,365,32
1252,2022,26.234985261074353,64.91185300317771,515.1450070277145,181,13
1747,2016,19.084730957716243,61.87950619035942,509.36278614553055,222,49
1856,2021,16.7625276031856,50.59919242593379,441.6305097238076,364,30
1560,2016,18.779973324661075,35.229389578314,397.2396856826616,482,6
1474,2016,28.811346765821007,38.6028588586021,446.9668099252765,149,10
1058,2022,23.723832567746328,56.24911961635227,466.28394485719133,244,33
1510,2016,23.002203131171743,45.40164951361646,486.8295154065388,313,30
1681,2023,23.94590399538692,63.45892766663885,510.5433906136862,76,32
1475,2015,20.49042398619773,67.99820037328817,558.5250825542267,369,11
1699,2023,27.10660530479269,62.22547701099673,468.7447690978046,262,38
1975,2015,22.849293739503747,45.101816919822284,627.9648434671994,231,49
1782,2024,16.751218541531934,61.54745716925696,496.17614923219077,191,14
1189,2024,16.935976872435944,44.05766693882734,592.4490818573372,380,45
1957,2016,23.052887197539278,36.68400351062536,469.5519182609692,134,44
1686,2020,29.048553271062588,31.335728194634296,774.370916933686,309,26
1957,2020,19.62528182514298,45.4286685104408,546.7264175033863,252,31
1562,2015,28.043117532888274,66.14237214789128,663.5298601316605,388,43
1875,2021,26.46143379868319,39.55946351022706,430.605801118721,245,26
1566,2022,18.717186643603604,38.26052659719136,455.2849721693867,265,23
1243,2016,15.545111224743637,68.79283140964162,474.7862347350589,325,40
1831,2022,16.52770897713574,31.000164514023684,747.2999926768086,330,13
1504,2023,25.927409007711603,61.431286015750175,478.72599819344,367,23
1130,2020,17.9950460706097,42.85479822963481,417.6565905043266,456,6
1484,2019,20.569063807580907,31.499518274786375,630.0906453547186,343,32
1818,2023,22.525487490096374,66.71210160838334,505.8804345736268,4,43
1646,2023,25.882022526752444,35.58569320838335,478.1880539349184,442,26
1020,2015,16.69846834888688,52.071171349027814,438.97176885221415,37,10
1840,2017,21.095496079161922,40.96216829718191,548.8828558202015,71,11
1166,2023,22.27609363714043,32.60771208738764,606.2655633609701,262,10
1273,2016,23.112405959573096,31.996899426535165,578.8085440768136,237,37
1387,2018,27.27540962092825,34.62226795345355,452.0666222504618,307,18
1600,2018,17.575172925648253,32.8546805555752,401.2297312344413,490,5
1315,2016,27.117471777399334,60.422324620796914,98.08788432361251,463,29
1013,2017,25.393176415449783,49.422648091337166,405.4531291823768,355,10
1241,2017,23.33806221298439,43.71568365395919,462.78654586586515,178,32
1776,2015,25.49291805603858,46.73475640528029,494.0960168409313,96,22
1345,2020,21.180266084274848,67.15786942290492,472.9188727197232,398,31
1564,2022,17.075963789521868,66.43007250952589,780.087694760939,227,6
1897,2017,24.98647860398051,58.62705920490308,549.1365137232632,11,44
1339,2019,22.870084600284333,65.38729509686752,376.23572738719713,266,25
1091,2015,24.590622008141633,42.78592110350499,565.5567398421837,189,27
1366,2024,20.06998171542735,45.24437304033131,539.1476720771154,209,6
1955,2021,28.60299866009754,54.54848727416912,395.0089387981194,13,20
1454,2024,23.810548028633654,54.945037891890564,528.8805553332357,377,8
1427,2015,16.281037264363107,49.26799352049364,553.0151263183603,162,38
1508,2023,21.74705986056643,46.02631393751813,602.4504424447717,60,9
1775,2022,26.345340821154515,69.44721246434781,322.4327746498276,493,38
1942,2021,26.912018425984087,62.84494504470898,564.8078011213506,435,26
1034,2024,22.418955791456384,47.39920791552181,640.990465526892,5,24
1205,2021,28.421213562469518,59.09169908958274,688.7686579008044,496,43
1080,2019,19.015026557914464,40.782467730098375,377.39324735535655,202,17
1931,2019,21.158980458574,34.0067730494932,485.4047727366473,416,48
1561,2019,28.47895365853455,44.09724102210963,495.0934471532655,12,38
1871,2015,28.443850747073682,46.118912004935765,567.5518736582285,436,48
1387,2022,25.285691532370215,30.66148498242683,483.53709024718125,397,10
1001,2015,27.884708206833302,62.59168006543584,428.4606428760826,341,33
1389,2018,16.33159900434349,44.36773609556726,521.7176372584892,240,37
1565,2023,27.974924643116644,53.21672663120588,466.2497933842535,438,5
1105,2023,19.809298598253402,32.958527490838236,556.2189530685241,373,11
1771,2019,17.674972686423246,36.99987315002336,419.0432613154127,378,26
1821,2018,18.590547545130697,65.5877490131024,397.7690343952065,225,36
1476,2017,21.269527620208308,54.34750111531203,631.5440218224961,182,18
1702,2017,18.767880069067008,68.01136200681943,727.2527613804433,297,28
1401,2019,19.808513790247485,69.95000137565268,682.2271226723243,304,23
1729,2024,17.02467729107463,44.874404613323776,492.8074407051475,307,31
1555,2015,19.442651483384978,41.95212256333099,605.5127171581179,431,27
1161,2019,23.58425721813002,64.33424220636387,431.371721778663,178,49
1201,2020,21.627805621365958,69.94445708149817,550.8179289052327,118,25
1957,2021,20.200781418538668,55.18564936929829,441.6197233080018,352,48
1995,2023,26.19678193285671,61.805628900460896,625.6504117940111,76,33
1269,2017,28.40264957089977,61.26983435261098,612.3464717923844,46,5
1862,2016,26.351838343535956,44.21358832878188,707.5954111097476,227,35
1815,2017,19.98001053176519,52.97081521028349,477.0694912467501,356,31
1270,2023,26.166632517563308,63.322277650568545,657.9033701092001,294,48
1455,2021,17.279702737110767,57.52455505044222,550.6465061928088,240,40
1461,2023,16.954769821369364,30.84655255928153,507.53884692343485,348,31
1726,2016,20.184405555542384,43.46822675590134,533.699384009656,141,19
1251,2019,27.115535535660854,35.779027863784215,669.8013161503488,204,29
1701,2018,18.69522370863453,39.31888848312156,486.8063285106246,150,19
1295,2016,15.948801133480194,66.21957909965303,491.89381381154266,492,44
1724,2023,16.975643028095327,31.475731556430727,293.42979021698795,130,23
1719,2023,27.881174527943703,38.79202847847695,485.2951935301953,349,15
1748,2020,24.506749271209316,42.382774089529256,526.4361927958183,333,45
1337,2020,18.79801745054965,54.67536287865579,423.775222223945,483,37
1878,2022,23.32943737992272,51.36406760343462,399.21448013185557,269,45
1052,2020,22.913694336380257,38.73077931413545,314.8761423848272,313,27
1791,2015,24.83153967660992,36.56964268892618,441.5349404696782,418,16
1921,2018,18.497813316324244,39.47192138384475,642.1179096797116,403,6
1216,2021,27.966044807915964,50.10118506806622,351.8147696890981,137,47
1763,2016,19.64052843120019,40.84711142844814,578.9017251812163,116,25
1187,2023,25.411974809643553,67.90410006430889,587.9346547027094,351,18
1379,2022,15.241869695583222,48.5546088571539,745.2861621142401,161,38
1492,2022,20.58985694841221,32.35184066178548,603.8355184902573,155,19
1040,2021,20.275647269382127,59.17065623346534,595.4579581106178,173,25
1156,2018,23.152266428745218,43.15381152835958,536.7697253224878,130,27
1014,2016,16.091043926657946,56.1395572823299,500.08573342459647,79,25
1812,2017,26.851970605891623,41.18377482092928,585.2199513095519,467,18
1064,2020,18.266712026513527,52.8297496693328,624.8701272708039,57,25
1856,2019,25.155567223230154,60.886100192298585,517.0496307452286,351,16
1838,2022,27.0481818486614,67.12034967098216,629.1885901864576,57,46
1520,2020,23.428154343622698,40.44508577732309,788.3211296337688,400,9
1343,2020,26.113248100829782,43.39427803995925,507.08589048203163,363,6
1128,2015,24.927904683225083,48.57065681143759,509.9001627589321,335,26
1647,2018,20.332946957280114,67.08699350943955,490.78831620763503,134,10
1471,2019,27.132878085503478,66.05547427242628,513.3742941286993,14,48
1062,2017,19.42052054828292,33.59513120402552,622.3105293976349,283,6
1138,2023,23.568193766272756,35.27719303015243,508.7054636807589,294,33
1498,2015,26.180966087123092,49.82036709322553,518.9178082311353,147,40
1592,2020,20.684338647187616,34.26477091221694,475.03503343392094,421,11
1391,2020,19.541514114261375,43.8232349339479,548.9057500541555,127,20
1674,2024,21.89019015259234,35.935415128699105,449.68036115826305,491,37
1418,2019,27.269452415237303,55.441614205275435,377.3852635480151,260,37
1288,2019,28.94882644718497,67.97981726956647,544.7671990836993,314,18
1378,2024,23.176251192898352,69.86935081177526,697.9384471414302,218,47
1772,2019,24.92199307985478,45.009645299876595,471.0055933633321,393,16
1489,2020,28.549104333583713,53.96050548458449,395.8794862872712,233,47
1230,2022,16.478202771194137,64.25070614096325,691.5642020659392,369,10
1040,2016,18.481178667992474,34.69848291185536,504.5560697719851,168,16
1027,2020,25.633500093773737,57.5825764420786,594.4558282493188,143,35
1134,2015,27.356166928684495,46.35374646900273,427.10341780112503,489,16
1200,2018,27.85543542495867,38.245846411206564,500.97705673532414,485,14
1839,2024,21.22660765282399,46.11014474989768,640.0554386500802,260,44
1779,2017,16.340098534378,33.03841147859667,513.0772468944198,218,31
1929,2023,21.566722159494297,57.816285943572225,514.3202192496382,308,11
1032,2017,18.461018853105806,40.10970674993813,351.1406022037597,146,40
1047,2020,19.367946824949364,42.45622580179512,578.7033471949848,489,37
1502,2015,26.584013352562586,34.84325192965851,421.4117876925032,437,31
1406,2020,16.132906290388302,64.58636455559567,611.9700400573624,443,12
1573,2018,27.41371826221053,49.73777117130955,520.2381227089309,99,9
1727,2022,21.415036287362536,52.88587511145601,529.1219121762216,182,12
1804,2023,23.940958966508926,52.77730732379418,577.2541819051319,169,44
1098,2018,16.344783468535184,46.41972458165367,537.5269449043298,233,25
1683,2024,20.060386175359195,37.70119661752558,671.8453415569429,444,28
1871,2024,16.345513785222685,59.805309939935995,656.0038598858355,93,11
1725,2020,29.42315584321664,35.08225061430697,378.27561063728655,117,23
1986,2015,27.10892473989376,34.15495161115242,482.9287998743478,472,35
1546,2018,21.894491315346905,58.40580150386013,583.6534880580411,4,40
1960,2021,18.354038224855067,38.353480818079355,405.73970379864966,85,31
1738,2015,29.00182657874778,42.270910054113294,343.19392405477515,167,33
1612,2022,20.168948935904577,49.00909868006961,423.9795421244617,7,27
1942,2024,17.41476647531062,47.974052669181845,488.48345938133684,381,24
1461,2020,23.44746582680932,58.34316500259997,93.53968562656104,407,10
1642,2019,29.15661180517224,54.937271737734434,388.6110347035452,232,16
1768,2024,15.057454357504838,55.77584649127463,322.14647308054475,251,16
1004,2023,18.571872648809983,58.56217322621829,614.6672268128483,85,7
1217,2016,29.076714606156116,41.704509096938615,593.1478826652985,319,46
1502,2019,17.56628950285743,42.89333247201895,527.8563689360382,193,43
1766,2020,16.698651774597298,47.51990991582217,510.00118741213805,123,39
1397,2021,23.552808236997066,42.298486921341045,554.480684126944,425,23
